Year,Month,Monthly Average,Monthly Anomaly Uncertainty
1829,9,10.519,1.073
1829,10,8.527,1.127
1829,11,5.083,1.306
1829,12,2.7590000000000003,1.713
1830,1,3.2190000000000003,1.981
1830,2,4.126,1.722
1830,3,4.527,1.517
1830,4,8.676,1.101
1830,5,10.09,1.281
1830,6,12.616999999999999,1.435
1830,7,14.519,1.02
1830,8,13.209000000000001,0.77
1830,9,10.378,1.07
1830,10,8.131,1.253
1830,11,7.535,1.228
1830,12,4.519,1.437
1831,1,2.367,2.063
1831,2,2.476,2.483
1831,3,4.559,1.728
1831,4,7.77,1.092
1831,5,10.879,1.283
1831,6,12.832,1.226
1831,7,13.364999999999998,0.698
1831,8,12.14,0.989
1831,9,10.036,1.132
1831,10,7.810999999999999,1.339
1831,11,4.621,1.632
1831,12,2.306,1.921
1832,1,2.009,1.789
1832,2,1.7280000000000002,1.717
1832,3,4.223000000000001,1.521
1832,4,7.855999999999999,1.242
1832,5,10.469999999999999,0.723
1832,6,12.463,0.617
1832,7,13.436,1.5
1832,8,12.075000000000001,1.021
1832,9,10.309999999999999,0.789
1832,10,8.482999999999999,0.855
1832,11,4.271000000000001,1.118
1832,12,1.1560000000000001,1.508
1833,1,2.1950000000000003,1.838
1833,2,2.769,1.517
1833,3,4.202,1.934
1833,4,7.720999999999999,0.903
1833,5,10.556,0.86
1833,6,12.795,0.727
1833,7,13.42,0.915
1833,8,12.972000000000001,0.879
1833,9,11.033999999999999,0.833
1833,10,7.951999999999999,0.801
1833,11,6.863,1.69
1833,12,3.333,1.849
1834,1,0.3810000000000002,1.914
1834,2,2.624,1.405
1834,3,5.7,1.218
1834,4,8.004999999999999,1.161
1834,5,11.139999999999999,0.989
1834,6,12.614,0.659
1834,7,13.739999999999998,0.56
1834,8,13.051,0.706
1834,9,11.258,0.621
1834,10,8.587,1.01
1834,11,6.692,1.269
1834,12,3.226,1.352
1835,1,3.065,1.705
1835,2,2.9770000000000003,1.534
1835,3,4.3660000000000005,1.284
1835,4,7.741,1.099
1835,5,10.149999999999999,1.07
1835,6,11.847999999999999,0.657
1835,7,12.623,0.647
1835,8,12.016,0.765
1835,9,9.882,0.801
1835,10,7.853999999999999,1.14
1835,11,4.261,1.35
1835,12,1.584,1.415
1836,1,2.02,1.599
1836,2,2.5140000000000002,1.323
1836,3,5.304,1.063
1836,4,7.18,1.186
1836,5,9.958,1.19
1836,6,12.314,0.882
1836,7,13.229,0.642
1836,8,12.369,0.688
1836,9,10.632,1.052
1836,10,8.808,1.225
1836,11,4.106,1.555
1836,12,3.2560000000000002,1.157
1837,1,2.34,1.848
1837,2,2.685,1.7
1837,3,3.8580000000000005,1.535
1837,4,6.148999999999999,0.981
1837,5,9.485,1.435
1837,6,11.982,0.727
1837,7,13.062999999999999,0.71
1837,8,12.857000000000001,1.069
1837,9,10.658,0.78
1837,10,7.712999999999999,0.832
1837,11,4.571,1.304
1837,12,2.738,1.315
1838,1,-0.7530000000000001,1.839
1838,2,1.6680000000000001,1.495
1838,3,3.692,1.726
1838,4,7.371999999999999,1.442
1838,5,9.817,0.838
1838,6,12.597,0.578
1838,7,14.003,0.595
1838,8,13.316,0.641
1838,9,11.014,1.088
1838,10,8.652,1.228
1838,11,5.402,1.369
1838,12,2.799,1.177
1839,1,2.412,1.632
1839,2,3.619,1.458
1839,3,2.6750000000000003,1.422
1839,4,7.888999999999999,0.912
1839,5,10.245999999999999,0.823
1839,6,12.575,0.674
1839,7,14.258,0.841
1839,8,13.919,0.772
1839,9,10.796,1.278
1839,10,8.165999999999999,1.394
1839,11,4.091,1.125
1839,12,1.351,1.375
1840,1,2.904,1.321
1840,2,2.2600000000000002,1.34
1840,3,4.064,1.877
1840,4,7.730999999999999,0.953
1840,5,10.994,0.912
1840,6,13.066,0.68
1840,7,14.354,0.542
1840,8,12.859,0.735
1840,9,10.824,0.772
1840,10,7.482999999999999,0.987
1840,11,4.098000000000001,1.313
1840,12,2.016,1.257
1841,1,0.6540000000000001,1.88
1841,2,2.548,1.682
1841,3,3.1910000000000003,1.341
1841,4,6.627999999999999,1.396
1841,5,10.482,0.744
1841,6,12.716,0.755
1841,7,14.229,0.648
1841,8,13.346,0.726
1841,9,10.664,0.704
1841,10,8.616999999999999,0.885
1841,11,4.666,1.029
1841,12,2.595,1.148
1842,1,1.7530000000000001,1.909
1842,2,2.7190000000000003,1.375
1842,3,5.651,1.119
1842,4,8.094,0.776
1842,5,10.394,0.87
1842,6,12.378,0.669
1842,7,13.381,0.645
1842,8,12.987,0.675
1842,9,10.758,0.752
1842,10,8.293999999999999,0.954
1842,11,4.83,0.976
1842,12,3.805,1.014
1843,1,3.191,1.264
1843,2,4.002,1.349
1843,3,4.747,1.193
1843,4,7.678999999999999,0.688
1843,5,9.811,0.819
1843,6,12.169,0.673
1843,7,13.594999999999999,0.575
1843,8,12.942,0.565
1843,9,11.011,0.628
1843,10,8.636999999999999,0.823
1843,11,4.869,0.779
1843,12,3.89,1.087
1844,1,2.0220000000000002,1.337
1844,2,2.117,1.391
1844,3,4.686,1.03
1844,4,7.209,1.056
1844,5,9.907,0.865
1844,6,12.547,0.672
1844,7,13.572,0.587
1844,8,12.723,0.694
1844,9,10.687999999999999,0.601
1844,10,8.629999999999999,0.762
1844,11,4.2780000000000005,0.853
1844,12,1.846,1.002
1845,1,2.588,1.235
1845,2,1.5160000000000002,1.374
1845,3,4.356,1.023
1845,4,7.936999999999999,0.701
1845,5,10.241,0.741
1845,6,12.565,0.594
1845,7,13.947999999999999,0.677
1845,8,13.249,0.647
1845,9,10.948,0.717
1845,10,7.642999999999999,0.833
1845,11,5.104,1.028
1845,12,1.657,1.219
1846,1,3.3040000000000003,1.812
1846,2,3.4210000000000003,1.463
1846,3,6.292,1.003
1846,4,7.382999999999999,1.726
1846,5,10.745999999999999,0.764
1846,6,13.235,0.878
1846,7,14.591,0.717
1846,8,13.841000000000001,0.635
1846,9,11.568999999999999,0.818
1846,10,8.128,0.988
1846,11,5.075,1.235
1846,12,3.616,0.99
1847,1,2.688,1.391
1847,2,3.5650000000000004,1.542
1847,3,3.928,1.449
1847,4,7.859999999999999,0.853
1847,5,10.453,0.831
1847,6,12.624,0.703
1847,7,13.952,0.709
1847,8,13.107000000000001,0.562
1847,9,11.383,0.761
1847,10,8.532,0.698
1847,11,5.58,0.961
1847,12,1.721,0.892
1848,1,0.5009999999999999,1.437
1848,2,3.8080000000000003,1.295
1848,3,4.671,1.002
1848,4,7.919,0.822
1848,5,10.423,0.9
1848,6,12.942,0.889
1848,7,14.17,0.628
1848,8,13.058,0.701
1848,9,10.821,0.78
1848,10,8.623,0.922
1848,11,5.268000000000001,1.006
1848,12,2.042,0.982
1849,1,1.879,1.284
1849,2,2.596,1.336
1849,3,5.229,1.332
1849,4,6.892999999999999,1.194
1849,5,9.974,0.79
1849,6,12.744,0.94
1849,7,14.154,0.965
1849,8,13.287,0.698
1849,9,10.905999999999999,0.886
1849,10,8.787999999999998,0.965
1849,11,5.828,1.148
1849,12,1.873,1.058
1850,1,0.663,1.049
1850,2,3.081,1.466
1850,3,4.774,1.06
1850,4,7.100999999999999,1.271
1850,5,9.872,0.916
1850,6,12.905,0.822
1850,7,14.292,0.476
1850,8,13.796000000000001,0.623
1850,9,11.282,0.624
1850,10,7.920999999999999,0.879
1850,11,4.623,0.84
1850,12,2.419,0.922
1851,1,2.446,1.055
1851,2,2.483,1.125
1851,3,4.0840000000000005,0.857
1851,4,7.174999999999999,0.74
1851,5,10.926,0.955
1851,6,13.095,0.935
1851,7,14.232,0.551
1851,8,13.425,0.683
1851,9,11.447,0.784
1851,10,8.966999999999999,1.051
1851,11,4.843,0.737
1851,12,3.059,1.33
1852,1,2.251,1.462
1852,2,2.346,1.317
1852,3,3.6670000000000003,1.033
1852,4,7.324999999999999,0.867
1852,5,11.013,1.034
1852,6,12.908,0.772
1852,7,14.131,0.52
1852,8,12.925,0.68
1852,9,11.28,0.607
1852,10,8.818999999999999,0.634
1852,11,4.538,0.772
1852,12,3.726,0.902
1853,1,1.677,1.238
1853,2,2.157,1.125
1853,3,3.92,0.945
1853,4,7.5009999999999994,0.654
1853,5,10.798,0.744
1853,6,13.169,0.61
1853,7,14.475999999999999,0.588
1853,8,13.780000000000001,0.525
1853,9,11.397,0.473
1853,10,8.482999999999999,0.981
1853,11,4.634,0.783
1853,12,2.871,0.797
1854,1,1.145,1.058
1854,2,1.7990000000000002,1.133
1854,3,4.678,0.791
1854,4,7.520999999999999,0.61
1854,5,10.898,0.634
1854,6,12.562,0.584
1854,7,14.408,0.482
1854,8,13.631,0.642
1854,9,11.424,0.561
1854,10,9.800999999999998,0.905
1854,11,5.7700000000000005,1.081
1854,12,3.495,1.141
1855,1,2.649,1.536
1855,2,3.0050000000000003,1.112
1855,3,4.602,0.885
1855,4,8.508999999999999,0.778
1855,5,11.164,0.957
1855,6,12.869,0.893
1855,7,13.654,0.701
1855,8,13.337000000000002,0.671
1855,9,11.065,0.636
1855,10,8.453,0.818
1855,11,5.136,0.662
1855,12,1.983,0.931
1856,1,2.715,0.982
1856,2,2.192,0.902
1856,3,4.333,1.195
1856,4,7.762,0.632
1856,5,10.568999999999999,0.716
1856,6,13.439,0.711
1856,7,14.068999999999999,0.693
1856,8,12.930000000000001,0.829
1856,9,10.791,0.705
1856,10,8.008,0.536
1856,11,5.223000000000001,0.69
1856,12,3.278,0.802
1857,1,1.763,0.975
1857,2,2.1820000000000004,0.909
1857,3,4.373,0.83
1857,4,6.751999999999999,0.781
1857,5,9.789,0.688
1857,6,12.552,0.536
1857,7,13.857,0.595
1857,8,13.134,0.627
1857,9,10.943999999999999,0.663
1857,10,8.184,0.704
1857,11,5.208,0.664
1857,12,3.476,0.788
1858,1,2.451,1.007
1858,2,2.132,0.82
1858,3,4.768000000000001,0.823
1858,4,8.178999999999998,0.686
1858,5,10.809,0.586
1858,6,13.187,0.375
1858,7,13.806999999999999,0.493
1858,8,13.239,0.54
1858,9,11.141,0.519
1858,10,8.774999999999999,0.642
1858,11,5.912,0.824
1858,12,2.406,0.855
1859,1,1.867,1.0
1859,2,2.585,0.891
1859,3,4.813000000000001,0.745
1859,4,8.569999999999999,0.525
1859,5,11.447,0.467
1859,6,13.309,0.358
1859,7,13.931,0.518
1859,8,13.260000000000002,0.588
1859,9,11.099,0.622
1859,10,8.899999999999999,0.549
1859,11,5.849,0.509
1859,12,3.234,0.877
1860,1,1.7320000000000002,0.969
1860,2,2.419,0.92
1860,3,3.2710000000000004,1.014
1860,4,7.741,0.631
1860,5,10.961,0.445
1860,6,13.247,0.434
1860,7,14.158999999999999,0.537
1860,8,13.789000000000001,0.483
1860,9,11.745,0.577
1860,10,8.641,0.544
1860,11,4.913,0.664
1860,12,1.4940000000000002,0.808
1861,1,0.32600000000000007,1.131
1861,2,2.144,0.904
1861,3,4.362,0.785
1861,4,7.419999999999999,0.631
1861,5,10.354,0.467
1861,6,12.913,0.568
1861,7,14.008999999999999,0.497
1861,8,13.731,0.409
1861,9,11.309999999999999,0.425
1861,10,8.270999999999999,0.516
1861,11,5.8100000000000005,0.558
1861,12,2.855,0.887
1862,1,0.46399999999999997,1.159
1862,2,1.5750000000000002,0.908
1862,3,4.291,0.751
1862,4,7.167999999999999,0.983
1862,5,10.807,0.532
1862,6,12.84,0.602
1862,7,13.914,0.487
1862,8,13.089,0.558
1862,9,11.027,0.409
1862,10,8.196,0.561
1862,11,4.7860000000000005,0.756
1862,12,1.556,0.989
1863,1,2.935,0.944
1863,2,2.911,1.052
1863,3,4.634,0.686
1863,4,8.026,0.669
1863,5,11.152,0.59
1863,6,13.032,0.399
1863,7,13.788,0.519
1863,8,13.132000000000001,0.512
1863,9,10.991,0.504
1863,10,8.131,0.458
1863,11,5.481,0.666
1863,12,2.689,1.091
1864,1,1.442,1.279
1864,2,2.5810000000000004,1.063
1864,3,4.633,0.97
1864,4,7.528999999999999,0.589
1864,5,11.078,0.555
1864,6,13.433,0.605
1864,7,14.258,0.617
1864,8,13.440000000000001,0.813
1864,9,11.344999999999999,0.607
1864,10,8.725,0.669
1864,11,5.139,0.809
1864,12,2.136,0.635
1865,1,2.884,0.912
1865,2,2.1910000000000003,0.792
1865,3,4.054,0.631
1865,4,7.414,0.785
1865,5,10.899,0.494
1865,6,13.152,0.498
1865,7,14.27,0.679
1865,8,13.56,0.454
1865,9,11.804,0.5
1865,10,9.187999999999999,0.409
1865,11,6.167000000000001,0.536
1865,12,2.667,0.707
1866,1,2.839,0.916
1866,2,2.1550000000000002,0.872
1866,3,4.347,0.782
1866,4,7.7909999999999995,0.559
1866,5,10.827,0.53
1866,6,12.8,0.474
1866,7,14.639999999999999,0.525
1866,8,13.450000000000001,0.736
1866,9,11.578999999999999,0.444
1866,10,8.542,0.522
1866,11,5.972,0.537
1866,12,3.982,0.678
1867,1,2.361,0.922
1867,2,2.5100000000000002,0.853
1867,3,4.439,0.639
1867,4,8.148,0.684
1867,5,10.463,0.497
1867,6,13.306,0.41
1867,7,14.295,0.466
1867,8,13.63,0.539
1867,9,11.831999999999999,0.451
1867,10,9.229,0.643
1867,11,6.9270000000000005,0.96
1867,12,3.649,0.947
1868,1,1.675,0.846
1868,2,1.7140000000000002,1.094
1868,3,4.532,0.636
1868,4,8.122,0.66
1868,5,11.112,0.517
1868,6,13.3,0.514
1868,7,14.495999999999999,0.402
1868,8,13.702,0.415
1868,9,11.411999999999999,0.483
1868,10,9.271999999999998,0.576
1868,11,5.0280000000000005,0.548
1868,12,3.1180000000000003,0.895
1869,1,2.112,1.144
1869,2,3.403,1.248
1869,3,4.322,0.721
1869,4,7.906999999999999,0.526
1869,5,11.190999999999999,0.642
1869,6,13.423,0.646
1869,7,14.309,0.462
1869,8,13.866000000000001,0.601
1869,9,12.246,0.439
1869,10,8.896999999999998,0.502
1869,11,5.703,0.593
1869,12,2.6710000000000003,0.675
1870,1,1.884,0.768
1870,2,1.943,0.924
1870,3,4.470000000000001,0.703
1870,4,7.810999999999999,0.562
1870,5,11.232999999999999,0.534
1870,6,13.623,0.595
1870,7,14.452,0.537
1870,8,13.387,0.482
1870,9,11.873999999999999,0.441
1870,10,8.706,0.411
1870,11,5.5,0.78
1870,12,2.112,0.649
1871,1,1.245,0.784
1871,2,1.6650000000000003,1.032
1871,3,4.687,0.619
1871,4,8.333,0.422
1871,5,10.734,0.574
1871,6,13.067,0.414
1871,7,14.225,0.521
1871,8,13.815000000000001,0.48
1871,9,11.513,0.552
1871,10,9.005999999999998,0.608
1871,11,4.878,0.634
1871,12,2.824,0.623
1872,1,1.602,1.097
1872,2,2.35,0.771
1872,3,4.75,0.742
1872,4,7.752999999999999,0.76
1872,5,11.103,0.623
1872,6,13.013,0.43
1872,7,14.210999999999999,0.56
1872,8,13.754000000000001,0.53
1872,9,11.789,0.496
1872,10,9.036999999999999,0.519
1872,11,5.147,0.626
1872,12,2.3810000000000002,0.772
1873,1,1.81,0.759
1873,2,3.077,0.766
1873,3,4.716,0.706
1873,4,7.387,0.922
1873,5,10.913,0.658
1873,6,13.334999999999999,0.611
1873,7,14.181,0.516
1873,8,13.687000000000001,0.515
1873,9,11.43,0.574
1873,10,9.094,0.416
1873,11,5.61,0.468
1873,12,3.529,0.572
1874,1,2.532,0.654
1874,2,3.073,0.557
1874,3,4.122,0.497
1874,4,8.077,0.464
1874,5,11.474,0.653
1874,6,13.189,0.498
1874,7,14.024,0.572
1874,8,13.72,0.523
1874,9,12.065,0.446
1874,10,9.101999999999999,0.456
1874,11,5.635000000000001,0.416
1874,12,3.2560000000000002,0.624
1875,1,1.5270000000000001,0.572
1875,2,2.42,0.531
1875,3,4.231,0.553
1875,4,7.499,0.429
1875,5,10.725999999999999,0.402
1875,6,13.139,0.343
1875,7,14.104999999999999,0.38
1875,8,13.313,0.469
1875,9,11.225,0.474
1875,10,8.626999999999999,0.413
1875,11,4.615,0.419
1875,12,2.705,0.507
1876,1,1.9500000000000002,0.698
1876,2,2.722,0.502
1876,3,4.822,0.495
1876,4,8.209999999999999,0.452
1876,5,10.642999999999999,0.486
1876,6,13.096,0.412
1876,7,14.2,0.429
1876,8,13.365,0.477
1876,9,11.664,0.408
1876,10,8.950999999999999,0.408
1876,11,5.091,0.437
1876,12,2.0810000000000004,0.48
1877,1,2.033,0.565
1877,2,2.8800000000000003,0.654
1877,3,5.319,0.446
1877,4,7.975,0.446
1877,5,11.051,0.485
1877,6,13.224,0.49
1877,7,14.530999999999999,0.378
1877,8,14.053,0.384
1877,9,12.046999999999999,0.435
1877,10,9.248,0.435
1877,11,6.245,0.566
1877,12,2.786,0.76
1878,1,1.917,0.788
1878,2,3.81,0.635
1878,3,6.673,0.443
1878,4,8.889,0.469
1878,5,10.959999999999999,0.383
1878,6,13.744,0.458
1878,7,14.767999999999999,0.499
1878,8,14.061,0.425
1878,9,12.088,0.457
1878,10,9.209,0.385
1878,11,6.38,0.384
1878,12,3.3520000000000003,0.394
1879,1,2.358,0.496
1879,2,2.722,0.612
1879,3,5.005,0.498
1879,4,7.736999999999999,0.396
1879,5,10.783999999999999,0.486
1879,6,13.148,0.658
1879,7,14.138,0.469
1879,8,13.191,0.482
1879,9,11.369,0.38
1879,10,9.267,0.483
1879,11,5.461,0.37
1879,12,2.455,0.412
1880,1,1.762,0.779
1880,2,1.8730000000000002,0.516
1880,3,4.418,0.503
1880,4,7.3839999999999995,0.414
1880,5,10.98,0.466
1880,6,13.084,0.453
1880,7,14.014,0.506
1880,8,13.616000000000001,0.43
1880,9,11.322,0.417
1880,10,8.651,0.346
1880,11,5.789000000000001,0.37
1880,12,3.0940000000000003,0.522
1881,1,2.443,0.499
1881,2,2.6140000000000003,0.517
1881,3,5.04,0.466
1881,4,8.35,0.416
1881,5,11.18,0.475
1881,6,12.673,0.418
1881,7,14.083,0.458
1881,8,13.723,0.384
1881,9,11.654,0.396
1881,10,8.824,0.408
1881,11,5.3020000000000005,0.374
1881,12,3.214,0.446
1882,1,3.033,0.482
1882,2,3.2350000000000003,0.416
1882,3,4.993,0.392
1882,4,7.6579999999999995,0.358
1882,5,10.857,0.383
1882,6,12.774,0.315
1882,7,13.654,0.366
1882,8,13.609,0.424
1882,9,11.738,0.331
1882,10,8.463,0.287
1882,11,5.067,0.432
1882,12,2.1740000000000004,0.525
1883,1,1.554,0.412
1883,2,1.9500000000000002,0.472
1883,3,5.0040000000000004,0.309
1883,4,7.672,0.363
1883,5,10.806,0.366
1883,6,13.331,0.316
1883,7,13.94,0.399
1883,8,13.198,0.38
1883,9,11.357,0.381
1883,10,8.995999999999999,0.286
1883,11,4.949,0.403
1883,12,3.302,0.414
1884,1,2.212,0.528
1884,2,2.621,0.389
1884,3,3.9400000000000004,0.389
1884,4,7.196,0.317
1884,5,10.105,0.364
1884,6,12.543,0.379
1884,7,13.588999999999999,0.392
1884,8,13.281,0.414
1884,9,11.23,0.378
1884,10,8.504,0.311
1884,11,5.156000000000001,0.378
1884,12,3.0620000000000003,0.5
1885,1,1.155,0.551
1885,2,2.3080000000000003,0.47
1885,3,4.714,0.354
1885,4,7.459,0.374
1885,5,10.557,0.42
1885,6,12.673,0.307
1885,7,13.982,0.422
1885,8,13.270000000000001,0.423
1885,9,11.424,0.387
1885,10,8.789,0.38
1885,11,5.356,0.373
1885,12,3.694,0.433
1886,1,1.4280000000000002,0.421
1886,2,1.808,0.345
1886,3,4.2620000000000005,0.409
1886,4,7.938999999999999,0.345
1886,5,10.719,0.393
1886,6,12.761,0.334
1886,7,14.164,0.425
1886,8,13.218,0.394
1886,9,11.536,0.362
1886,10,8.543999999999999,0.404
1886,11,5.2,0.382
1886,12,3.509,0.399
1887,1,0.8680000000000001,0.444
1887,2,2.123,0.394
1887,3,4.595000000000001,0.352
1887,4,7.818,0.334
1887,5,10.782,0.36
1887,6,12.772,0.327
1887,7,13.966,0.407
1887,8,12.975000000000001,0.406
1887,9,11.667,0.307
1887,10,8.654,0.266
1887,11,5.533,0.333
1887,12,2.845,0.393
1888,1,1.8410000000000002,0.5
1888,2,2.124,0.392
1888,3,4.391,0.432
1888,4,7.808999999999999,0.347
1888,5,10.625,0.452
1888,6,12.850999999999999,0.394
1888,7,14.174999999999999,0.37
1888,8,13.466000000000001,0.434
1888,9,11.702,0.352
1888,10,9.181999999999999,0.314
1888,11,5.821000000000001,0.374
1888,12,3.362,0.36
1889,1,1.87,0.442
1889,2,3.599,0.369
1889,3,5.3790000000000004,0.335
1889,4,8.597999999999999,0.362
1889,5,11.17,0.347
1889,6,13.298,0.275
1889,7,14.176,0.357
1889,8,13.398000000000001,0.35
1889,9,11.552999999999999,0.347
1889,10,8.782,0.307
1889,11,5.043,0.339
1889,12,3.137,0.404
1890,1,1.8650000000000002,0.374
1890,2,2.497,0.427
1890,3,4.247,0.367
1890,4,7.8229999999999995,0.29
1890,5,10.43,0.388
1890,6,12.801,0.331
1890,7,13.934999999999999,0.388
1890,8,13.198,0.37
1890,9,11.520999999999999,0.344
1890,10,9.148,0.237
1890,11,4.979,0.32
1890,12,2.9690000000000003,0.354
1891,1,1.6640000000000001,0.392
1891,2,1.8690000000000002,0.441
1891,3,4.787,0.288
1891,4,7.619,0.299
1891,5,10.764,0.369
1891,6,12.83,0.302
1891,7,13.841999999999999,0.343
1891,8,13.382000000000001,0.36
1891,9,11.669,0.286
1891,10,8.665,0.244
1891,11,5.134,0.331
1891,12,3.684,0.363
1892,1,2.016,0.327
1892,2,2.782,0.309
1892,3,4.312,0.28
1892,4,7.595999999999999,0.278
1892,5,10.669,0.348
1892,6,13.234,0.344
1892,7,13.841999999999999,0.353
1892,8,13.376000000000001,0.373
1892,9,11.633,0.268
1892,10,9.235,0.224
1892,11,4.913,0.415
1892,12,2.94,0.431
1893,1,0.5540000000000003,0.342
1893,2,1.6980000000000002,0.289
1893,3,4.99,0.3
1893,4,8.008,0.31
1893,5,10.741999999999999,0.332
1893,6,13.089,0.346
1893,7,14.279,0.338
1893,8,13.432,0.356
1893,9,11.751,0.28
1893,10,9.126,0.262
1893,11,5.844,0.297
1893,12,3.153,0.353
1894,1,1.754,0.356
1894,2,2.875,0.343
1894,3,5.12,0.438
1894,4,7.709999999999999,0.354
1894,5,10.988,0.315
1894,6,12.849,0.269
1894,7,14.03,0.332
1894,8,13.501000000000001,0.342
1894,9,11.559,0.327
1894,10,9.133999999999999,0.262
1894,11,5.489000000000001,0.29
1894,12,3.19,0.272
1895,1,1.344,0.262
1895,2,2.074,0.309
1895,3,4.659000000000001,0.29
1895,4,8.213999999999999,0.284
1895,5,10.956999999999999,0.358
1895,6,13.073,0.306
1895,7,14.100999999999999,0.349
1895,8,13.474,0.354
1895,9,11.754,0.278
1895,10,9.106,0.227
1895,11,5.823,0.257
1895,12,3.442,0.287
1896,1,2.338,0.366
1896,2,2.7640000000000002,0.381
1896,3,4.273000000000001,0.242
1896,4,7.4559999999999995,0.315
1896,5,10.899,0.327
1896,6,13.313,0.274
1896,7,14.200999999999999,0.333
1896,8,13.602,0.34
1896,9,11.812999999999999,0.297
1896,10,9.45,0.225
1896,11,5.337000000000001,0.276
1896,12,3.315,0.294
1897,1,2.001,0.355
1897,2,2.492,0.263
1897,3,4.327,0.266
1897,4,8.283,0.281
1897,5,11.408999999999999,0.304
1897,6,13.278,0.306
1897,7,14.209999999999999,0.364
1897,8,13.606,0.365
1897,9,11.908999999999999,0.32
1897,10,9.263,0.256
1897,11,5.713,0.383
1897,12,3.247,0.258
1898,1,2.852,0.653
1898,2,2.4370000000000003,0.271
1898,3,3.79,0.292
1898,4,7.895,0.337
1898,5,10.946,0.322
1898,6,13.396,0.287
1898,7,14.04,0.331
1898,8,13.499,0.358
1898,9,11.708,0.285
1898,10,8.782,0.266
1898,11,5.474,0.233
1898,12,3.4770000000000003,0.252
1899,1,2.592,0.288
1899,2,2.423,0.321
1899,3,4.654,0.277
1899,4,8.354999999999999,0.306
1899,5,11.102,0.301
1899,6,12.981,0.277
1899,7,14.165999999999999,0.331
1899,8,13.703000000000001,0.399
1899,9,12.091999999999999,0.291
1899,10,9.350999999999999,0.252
1899,11,6.597,0.244
1899,12,3.084,0.262
1900,1,1.581,0.268
1900,2,3.1790000000000003,0.408
1900,3,5.502000000000001,0.304
1900,4,8.226999999999999,0.319
1900,5,11.466,0.326
1900,6,13.366,0.361
1900,7,14.178999999999998,0.339
1900,8,13.751000000000001,0.339
1900,9,11.937999999999999,0.271
1900,10,9.687999999999999,0.218
1900,11,5.816000000000001,0.241
1900,12,3.722,0.302
1901,1,2.208,0.285
1901,2,3.156,0.337
1901,3,5.62,0.278
1901,4,8.568,0.269
1901,5,11.197,0.324
1901,6,13.424,0.291
1901,7,14.318,0.345
1901,8,13.806000000000001,0.343
1901,9,11.93,0.31
1901,10,9.011,0.24
1901,11,5.9670000000000005,0.311
1901,12,3.4050000000000002,0.244
1902,1,2.66,0.241
1902,2,3.641,0.308
1902,3,4.881,0.225
1902,4,7.983,0.285
1902,5,10.902,0.318
1902,6,13.256,0.255
1902,7,14.194999999999999,0.324
1902,8,13.536000000000001,0.336
1902,9,11.731,0.269
1902,10,8.786999999999999,0.23
1902,11,5.279,0.225
1902,12,2.77,0.232
1903,1,2.536,0.275
1903,2,3.531,0.222
1903,3,4.99,0.271
1903,4,7.898,0.322
1903,5,10.818999999999999,0.315
1903,6,12.891,0.247
1903,7,13.982,0.317
1903,8,13.396,0.331
1903,9,11.442,0.295
1903,10,8.814,0.209
1903,11,5.581,0.213
1903,12,2.9450000000000003,0.303
1904,1,1.755,0.224
1904,2,2.373,0.229
1904,3,4.553,0.207
1904,4,7.715,0.248
1904,5,10.856,0.319
1904,6,12.999,0.279
1904,7,13.774999999999999,0.328
1904,8,13.405000000000001,0.339
1904,9,11.337,0.271
1904,10,8.77,0.201
1904,11,6.23,0.21
1904,12,3.367,0.23
1905,1,2.34,0.258
1905,2,1.987,0.268
1905,3,4.719,0.272
1905,4,7.792,0.255
1905,5,11.019,0.292
1905,6,13.159,0.261
1905,7,14.065999999999999,0.326
1905,8,13.554,0.363
1905,9,11.729,0.292
1905,10,8.989999999999998,0.234
1905,11,6.180000000000001,0.284
1905,12,3.427,0.287
1906,1,2.103,0.242
1906,2,2.404,0.222
1906,3,4.938000000000001,0.205
1906,4,8.658999999999999,0.269
1906,5,11.247,0.306
1906,6,13.352,0.312
1906,7,14.113999999999999,0.346
1906,8,13.665000000000001,0.339
1906,9,11.719999999999999,0.274
1906,10,9.25,0.21
1906,11,5.539000000000001,0.222
1906,12,3.7350000000000003,0.234
1907,1,1.8410000000000002,0.276
1907,2,2.197,0.228
1907,3,4.626,0.193
1907,4,7.6579999999999995,0.294
1907,5,10.399,0.288
1907,6,12.725999999999999,0.275
1907,7,13.764,0.325
1907,8,13.337000000000002,0.339
1907,9,11.631,0.273
1907,10,9.228,0.214
1907,11,5.257000000000001,0.225
1907,12,3.0180000000000002,0.225
1908,1,2.237,0.261
1908,2,2.9050000000000002,0.228
1908,3,4.212,0.202
1908,4,7.8629999999999995,0.329
1908,5,11.148,0.325
1908,6,13.283,0.299
1908,7,14.168999999999999,0.347
1908,8,13.354000000000001,0.349
1908,9,11.92,0.256
1908,10,8.857,0.212
1908,11,5.256,0.218
1908,12,3.0700000000000003,0.215
1909,1,1.379,0.215
1909,2,2.7030000000000003,0.251
1909,3,4.6290000000000004,0.247
1909,4,7.6129999999999995,0.273
1909,5,10.647,0.3
1909,6,12.971,0.265
1909,7,14.045,0.337
1909,8,13.73,0.344
1909,9,11.857999999999999,0.255
1909,10,9.161999999999999,0.212
1909,11,6.242,0.224
1909,12,3.254,0.204
1910,1,2.416,0.277
1910,2,2.833,0.235
1910,3,4.674,0.231
1910,4,8.126,0.253
1910,5,10.985999999999999,0.306
1910,6,13.118,0.249
